id,link,text
7286,https://jsom.utdallas.edu/internship-stories/7286,"['Prithivanandh Chinnaswamy', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tHudl\t\t\t', '\n\n\t\t\t\tWorking at Hudl has been a wonderful and rewarding experience. After getting the internship offer I was glad and grateful that I will be joining a company that has sport and technology at its core. I was super excited to explore this opportunity in the course of my academic career.\nAfter two insightful and rewarding semesters at Hudl, I continued to work on   SQL, DBT, and Looker and was able to implement my learnings from the previous semesters and got better at using these tools.  I was handed over the task of migrating data sources and dashboards from Looker to Tableau. It was a challenging task as we were facing a deadline to migrate completely to Tableau. We followed agile methodologies and had active interactions and conversations with my teammates in order to complete the work in a given timeframe. Working on this helped me get even better at using Tableau and also gained a lot of experience working in a challenging situation.\nBeing part of the decision science and revenue analytics team has been great so far. I would really like to thank Nicholas Glenn, Chris Baker, Travis Graham, Jayme Johnson, Scott Englerth and Michael Phy for guiding me throughout this internship and helping me understand the basic functionalities. I would also like to thank Prof. Gaurav Shekhar and the Career Management Center for their constant support. Hudl has been a great start and I would like to learn more to further advance my career.\n#utdmsba #dataanalyst ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7287,https://jsom.utdallas.edu/internship-stories/7287,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7288,https://jsom.utdallas.edu/internship-stories/7288,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7289,https://jsom.utdallas.edu/internship-stories/7289,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7290,https://jsom.utdallas.edu/internship-stories/7290,"['Shubham Shekhar', '\n\t\t\t\tSupply Chain Management\t\t\t', '\n\t\t\t\tSkyworks Solutions Inc.,\t\t\t', '\n\n\t\t\t\tI learned about the business and operations of the semiconductor company as a member of the Technology & Manufacturing division (Fabrication), and I was fortunate enough to see the fabrication of wafers and chips at Skyworks\nI gained knowledge on how to compute yield and cycle time, spot supply chain risks for high-volume plans, and finally, how to take steps to reduce such risks. In this period of fluctuating demand in the chip manufacturing unit, this information assisted me in the demand management process.\nIdentifying risks to the continuous supply plan and the capacity to achieve deadlines by analyzing data, working with a variety of teams including the enterprise team and the business analytics team\nCoordinated with the Demand team on inventory discrepancies and requests for regularly verified inventory discrepancy. Created a report by collecting, analyzing, and summarizing information for internal and external stakeholders\nGaining competency in SAP-MRP, Data Analysis, Advanced Excel, VBA, Demand Planning, Semiconductor technology, MS-SQL, Code deployment and Supply chain management as well as developing statistical/mathematical skills and algorithmic modeling capabilities.\nMonitoring performance of operations, sourcing, and supply planning as related to demand and financial targets.\nI want to thank my teammates for supporting me as I develop and helping me with daily tasks. \nSkills: Demand Management Â· SAP ERP Â· VBA Programming Â· Program Management Â· Microsoft SQL Server\n#UTDMSSCM #hireJSOM ', '\n\t\t\tJSOM career event, JSOM on-campus interview, Internet (e.g. company website, job search engines), Personal connection (e.g. family, friend, colleague)\t\t\t', ""As I approach the completion of my Master's degree in Supply Chain Management, I want to take a mome ..."", 'My Spring-2023 internship experience at Tesla Inc.\nAs I reach into the final week of my Sprin ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7291,https://jsom.utdallas.edu/internship-stories/7291,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7292,https://jsom.utdallas.edu/internship-stories/7292,"['Prithvi Chauhan', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tCopart\t\t\t', '\n\n\t\t\t\tDuring the spring, I had the opportunity to intern as a Product Analyst at Copart, which proved to be an incredibly enriching experience. Throughout my time there, I was able to expand my knowledge of Cloud Platforms and Product Management while also gaining valuable hands-on experience.\nOne of the most striking things I noticed during my internship was the critical role my team played in developing new applications and enhancements that aligned with business goals. I had the privilege of contributing to this effort by managing releases, conducting scrums, handling QA, and designing dashboards for other teams. It was an honor to be a part of such an innovative and forward-thinking team.\nI want to express my gratitude to my manager, Rahul Bafna, as well as the directors at Copart, for believing in me and allowing me to become an integral part of the team. Their guidance and support enabled me to gain the skills and confidence necessary to thrive in a fast-paced work environment.\nAdditionally, I would like to extend my appreciation to my team members and all the individuals at Copart who directly or indirectly contributed to my learning experience. The positive and collaborative culture at Copart made it easy for me to adapt and succeed in my role.\nOverall, my internship experience at Copart exceeded my expectations in every way. I am grateful for the opportunity to have learned from such a talented and passionate group of individuals, and I am excited to take the skills and knowledge I gained with me as I continue to pursue my career goals. #UTDMSBA ', '\n\t\t\tPersonal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7293,https://jsom.utdallas.edu/internship-stories/7293,"['Sai Venkat Addanki', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tCloudKarma\t\t\t', '\n\n\t\t\t\tI am excited to write about my Springâ€™23 internship as a GCP Data Engineer at CloudKarma located in Houston, TX. I have worked among a team of people with immense talent. Despite working remote, the team has mentored me at every step affluently. I am glad I could play a significant role in the team by handling the ETL processes. It was exciting to face these challenges day-to-day that have not only taught me how to deal with them but also gave me the confidence to cope with any such challenges I might face in the future. \nMy responsibilities at CloudKarma as a GCP Data Engineer goes like this, I imported Hive tables from Teradata to Hadoop. I also transformed, cleaned, and organised in layers. Once the whole process is done, we check for possible discrepancies or errors and then pass it to the downstream. I visualise the data and present it to the team which gives them an understanding of the data they are about to work on.\nThroughout the internship, I developed expertise in various data technologies such as GCP, Hadoop, Spark, and SQL. I also gained hands-on experience in ETL processes and data visualization techniques. My background in business helped me understand what kind of analysis is expected from a business perspective. Needless to say, this eased my job in delivering just that. I learnt how to put my classroom skills to use in real-world problem solving.\nThis experience has given me a solid foundation in the field of data engineering. I will always be grateful for the guidance and support CloudKarma provided me with. I was fortunate to work in a thriving environment and I look forward to applying the skills to the projects I get to work in the future.\n#UTDMSBA #hirejsom #internship #spring23 #dataengineer #sql #gcp #hadoop #spark #etl ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7294,https://jsom.utdallas.edu/internship-stories/7294,"['Meera Katkam', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tEnterprise Engineering,INC.\t\t\t', '\n\n\t\t\t\tI\'m elated to share my internship experience at CVS Aetna. In January, I started working as a product owner intern. Understanding business needs, defining functionality, and identifying dependencies to the requirements were my responsibilities and mainly focuses on putting forward-thinking concepts into practice and continuously considering how to upgrade and improve products.\nAetna is one of the nation\'s leading diversified health care benefits companies, serving an estimated 46.7 million people with information and resources to help them make better decisions about their healthcare.\nAs a recent graduate with no prior professional experience, this was quite new for me. As an intern at CVS Aetna, I got the opportunity to dive into Agile technology, data analysis, data warehousing and data management. \nI learned a lot of new skills during my internship. I deep dived into the project requirements and ensured that the product feature roadmap is within the vision and strategy. My work is mainly based on optimizing the value the team delivers and making sure the Team Backlog is in line with the requirements of customers and stakeholders and also, creating and refining user stories and ensuring that the product backlog is visible, transparent and actionable to the development team.\nAdditionally, I\'ve learned how to organize and manage a product backlog as well as task-development techniques. This also gave a chance to understand more about the company operations.\nMy coursework in â€œApplied Machine Learningâ€, â€œBig dataâ€, ""Marketing Web Analytics and Insights,"" ""Prescriptive Analytics,"" and ""Database Foundations for Business Analytics"" was very beneficial in assisting me in comprehending and putting into practice the foundations of database modelling and data analytics throughout my internship.\nI would like to express my gratitude by thanking my manager Srini purushothapu for entrusting me with the responsibilities and being positive support throughout my internship.\nAlso, I want to thank Moksha Muttappa, Rohith Kumar Kondapally, Ananda Kumar for constant encouragement and Shalini Jerath, and Veronica Cabe for their support during the entire onboarding process.\nI would like to thank the MS-BA program director, Professor Gaurav Shekar, and Sivya Leventhal of The University of Texas at Dallas\' Business Analytics graduate program. The Career Management Center, my teachers, and The University of Texas at Dallas all appreciated their assistance in making my internship successful. \n#dataanalytics #sql #UTDMSBA #UTD #JSOM #businessanalytics ', '\n\t\t\tInternet (e.g. company website, job search engines), Personal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7295,https://jsom.utdallas.edu/internship-stories/7295,"['Sonal Seth', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tQuantiphi Inc\t\t\t', '\n\n\t\t\t\tDuring my extended internship in Spring 2023 at Quantiphi, I continued working on Classification model testing and Data labeling using Document AI Workbench. I had the chance to work on Google Cloud Platform and Google Query.\nDuring my internship, I got the chance to interact with client companies to understand their business pain points and identify where data science and analytics can be the solution. I helped the team to develop high-level solution architectures and work with our offshore team to build, test, and assess models to predict and optimize business outcomes. I worked on projects which are perfectly aligned with my interest and business analytics and data science coursework at The University of Texas at Dallas.\nThe project gave me the opportunity to work and learn more about google cloud platforms and to work on tools and technologies like Python, GCP, Google Query, etc.\nI want to express my sincere gratitude to Manas Mahanta, for his unwavering support and guidance. It was a journey of learning, meeting new people, making connections and friends at work. Overall, this internship gave me an enriching experience that will add significant value to my career ahead. I will take the learnings and skills that I gained internship and apply them in my future roles. I would like to thank all my teammates, friends, and well-wishers for their support and encouragement.\nFinally, I want to express my gratitude to Professor Sivya Leventhal and Professor Gaurav Shekhar, the program director of Business Analytics, for their guidance and support throughout my internship journey\n#UTDMSBA #Quantiphi ', '\n\t\t\tJSOM Handshake, JSOM career event, Internet (e.g. company website, job search engines)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7296,https://jsom.utdallas.edu/internship-stories/7296,"['Lasya Priya', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tAmazon\t\t\t', ""\n\n\t\t\t\tDuring my time as a Business Intelligence Engineer Intern at Amazon, I was thrilled to continue working on a project that I had previously started during my summer internship. My project involved integrating usage data from multiple AWS and CDO (non-AWS) services, enabling me to create an interactive daily report and alerting system within QuickSight. This allowed me to consolidate the Infrastructure Market Rate (IMR) Spend view and send timely email alerts when cost estimates and spend limits were exceeded.\nI gained valuable experience in integrating multiple disparate data sources, automating data transformation pipelines, and creating interactive visual dashboards throughout this project. I also had the chance to work with various AWS technologies like Redshift, QuickSight, and Andes. I also learned about internal Amazon technologies such as ETLM and Cradle.\nThis project was essential for the organization, and I had the chance to work closely with stakeholders and data engineers. During the internship, I gained valuable lessons in managing time constraints, effectively managing deadlines, and leveraging Amazon's extensive documentation resources.\nOverall, my experience at Amazon was amazing, and I had the opportunity to learn from some of the brightest minds in the industry. I would like to express my sincere gratitude to my manager, Edward Sparks for providing constant guidance and support throughout the internship. My mentor, Akshat Sharma, also helped me learn new techniques and provided timely feedback to help me improve in every direction. Lastly, I am grateful to my on-boarding buddy, Abhishek Gaggar, and the entire team for their support and making me feel welcome.\nThis internship provided me with a valuable learning experience, and I am grateful to Amazon for providing me with this opportunity.\n#utdmsba "", '\n\t\t\tInternet (e.g. company website, job search engines), Personal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7297,https://jsom.utdallas.edu/internship-stories/7297,"['Anushree Sanagi Jagadeesh', '\n\t\t\t\tInformation Technology and Management\t\t\t', '\n\t\t\t\tState Street Corporation\t\t\t', '\n\n\t\t\t\tDuring my stint with State Street Corporation during the Spring 23 semester, I had the incredible opportunity to work as a Data Engineer with the Forex Data Strategy division of Global Markets. As the largest investment and asset management company in the world, State Street Corporation is a global leader in financial services, with over $3 trillion in assets under management. It was truly an honor to be able to work with such a prestigious company.\nState Street Corporation values ""trust is our greatest asset; always finding better ways; and stronger together."" They emphasize traits like ownership, integrity, and care for colleagues and clients to embed these values in their culture and encourage high-performing behaviors.\nAs a Data Engineer intern, I was able to witness these values in action and see how they were integrated into the day-to-day operations of the organization. It was inspiring to see how everyone at State Street Corporation was committed to upholding these values and working together to achieve their goals.\nDuring my internship, I was able to learn everything from the Trade Life Cycle to Risk Management, and even gained hands-on experience in building data pipelines for data ingestion from raw data to curated data. I worked with a variety of different file formats and focused on honing my skills in Data Warehousing, SQL, Spark, Scala, Reporting, and Dashboard creation.\nOne of the best parts of this internship was the opportunity to work with a talented and supportive team. I was able to learn from experienced professionals who provided me with invaluable insights and guidance and helped me develop my skills and knowledge of the industry. Overall, my internship with State Street Corporation was an incredible experience that provided me with a strong foundation in the finance industry, and I am incredibly grateful for the opportunity.\nThe courses at UT Dallas that helped me excel at my work are:\nMIS 6346 Big Data \nMIS 6309 Business Data Warehousing\nMIS 6386 Modeling for Business Analytics\n#UTDMSITM ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'During my internship at Technosoft Corporation, I was assigned to work on a government-based project ...', 'Greetings everyone!!\n\nI am extremely happy and grateful to have received internship of ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7298,https://jsom.utdallas.edu/internship-stories/7298,"['Tulasi Krishna Subhash Karanki', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tExpradit Inc.\t\t\t', '\n\n\t\t\t\tDuring my recent data analyst internship at Exprad, I was fortunate to work alongside some truly exceptional professionals. As part of the Advanced Analytics team, I was tasked with analyzing and interpreting a vast array of data using a variety of sophisticated analytical tools and techniques. This experience helped me to develop and hone my analytical and technical skills, as well as providing valuable insights into the data analysis process.\nOver the course of my internship, I worked on a diverse range of projects that gave me ample opportunity to put my analytical skills to the test. One particularly intriguing project involved analyzing customer data to develop a robust customer segmentation strategy. By taking into account various demographic and behavioral factors, I was able to generate useful insights that helped inform business strategy and drive growth.\nThroughout my internship, I had the pleasure of working under the impeccable leadership of Mr. Christian Swain who has been my team lead and senior data analyst. He provided invaluable insights into the industry and offer advice on how to achieve success in the field. This experience was incredibly rewarding, and it helped me to better understand the challenges and opportunities that lie ahead in my own career. In addition to the technical skills that I developed during my internship, I also learned some important lessons about effective communication and attention to detail. These skills will be instrumental as I move forward in my career, and I am grateful to my colleagues for helping me to develop them.\nOverall, my internship experience was incredibly rewarding and informative. I was able to work on challenging projects, learn from talented professionals, and gain hands-on experience with a wide range of analytical tools and techniques. I feel confident that this experience has prepared me well for a successful career in the data analysis field, and I am thankful to have had the chance to develop in such an encouraging and stimulating environment.\n#UTDMSBA ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7299,https://jsom.utdallas.edu/internship-stories/7299,"['Neha Raghukula', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tProdigy Technologies Inc\t\t\t', ""\n\n\t\t\t\tAs a business analyst intern at Prodigy Technologies, I had the opportunity to gain valuable experience in the technology industry. From day one, I was impressed by the company's commitment to innovation and customer satisfaction.\nDuring my internship, I worked closely with senior business analysts to understand the company's processes and analyze data to improve efficiency. I also assisted in the development of new product features, conducting market research and user testing to ensure that our solutions met the needs of our customers.\nOne of the most exciting projects I worked on was a new app for mobile devices. I was responsible for conducting a competitive analysis, identifying key features that would differentiate our product from those of our competitors, and developing a user flow for the app. I worked closely with the development team to ensure that the app was user-friendly and met our design specifications.\nThroughout my internship, I had the opportunity to attend team meetings and present my findings to senior management. I was also encouraged to ask questions and offer suggestions for improvement. The team was always supportive and willing to share their expertise with me.\nMy present internship is a direct result of the skills I learned throughout my degree at JSOM. In order to work rigorously through my internship, I took classes in spreadsheet, data visualization, and database foundation. These courses expanded my knowledge of data analytics and the process of drawing insightful conclusions from unstructured data.\nOverall, my internship at Prodigy Technologies was an incredible learning experience. I gained practical skills in data analysis, market research, and product development. I also learned about the importance of collaboration and communication in a fast-paced, dynamic environment. I am grateful for the opportunity to have worked with such a talented and dedicated team, and I look forward to applying the skills and knowledge I gained to my future career endeavors. I'd want to express my deepest gratitude to my recruiter, Sunethri Nagabhushanam , for this great opportunity to work with Prodigy Technologies Inc. this spring.\nThank you to JSOM CMC for providing me with this fantastic placement opportunity as well as Professor Gaurav Shekhar for all of his advice.\n#Internship2023 #UTDMSBA #spring2023internship "", '\n\t\t\tInternet (e.g. company website, job search engines), Personal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7300,https://jsom.utdallas.edu/internship-stories/7300,"['Akhil Chandra Shanivendra', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tCerebral Technologies(CBL Solutions)\t\t\t', ""\n\n\t\t\t\tAs a Data Science Intern, I support the data science team in various data analysis, modeling, and visualization tasks. During my internship, I learned to use multiple tools and technologies like Python, SQL, Tableau, and machine learning libraries like scikit-learn.\nOne of the projects I worked on involved developing a predictive model to forecast customer churn. This involved cleaning and preprocessing the relevant customer data, selecting appropriate features, and training and tuning a machine learning model to predict which customers will most likely churn. I also worked on creating interactive visualizations in Tableau to help stakeholders better understand the factors that contribute to churn.\nThroughout my internship, I worked closely with experienced data scientists who guided me in learning the best practices for data science. I learned how to develop accurate, efficient, and scalable models and how to communicate the insights gleaned from data to stakeholders clearly and concisely.\nIn addition to developing technical skills, I learned critical soft skills such as communication, teamwork, and project management. I had the opportunity to collaborate with other interns and team members on various projects and gain valuable experience working in a team environment. I learned to manage my time effectively, prioritize tasks, and meet deadlines.\nOne of the most rewarding aspects of the internship is the opportunity to work on real-world problems and make a meaningful impact on the organization. By developing data-driven solutions to business challenges, I could see the tangible results of my work and contribute to the company's overall success. This gave me a sense of accomplishment and motivation to continue working hard.\nIn conclusion, this internship provided a valuable opportunity to gain practical experience in a fast-paced and exciting field, work with cutting-edge technologies and methodologies, and build a strong foundation for a career in data science. By working on challenging projects and learning from experienced professionals, I developed the skills and knowledge needed to succeed in this field and positively impact any organization I work for.\n#UTDMSBA "", '\n\t\t\tInternet (e.g. company website, job search engines), Personal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7301,https://jsom.utdallas.edu/internship-stories/7301,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7302,https://jsom.utdallas.edu/internship-stories/7302,"['Pooja Manohar Jasuja', '\n\t\t\t\tFinance\t\t\t', '\n\t\t\t\tFederal Home Loan Bank of Dallas\t\t\t', '\n\n\t\t\t\tIt was an amazing experience working at Federal Home Loan Bank Dallas this fall and I am excited to share my experience!\nThe Federal Home Loan Banks are 11 U.S. government-sponsored banks that provide liquidity to the members of financial institutions to support housing finance and community investment.\nAs a Tactical Solutions Intern, I got to work on various projects this fall. The prime project was to reconcile data from old to new systems and to perform ad-hoc analysis. I worked on challenging projects such as UAT (User Acceptance Testing) to help make sure that the new system has no new bugs. I also got an opportunity to create bugs for developers to verify the data migrated to the new system by working with various business units to help explore data and test various reports. Along with this, I drove efforts to roll out LIBOR exposure certifications to bankâ€™s members that typically comprise approximately 6,600 of Americaâ€™s banks, credit unions, insurance companies and community development financial institutions. \nThrough this internship, I have developed my SQL, Data Analysis and Advanced Excel skills extensively. It also helped me gain an understanding of Enterprise Data Warehouse and how it plays a central role at the bank.\nI was also able to bring my knowledge from various UTD courses, such as Database Foundations for Business Analytics and Analytics of Finance into practice. \nThe most important lesson from this internship is to never shy away from difficult challenges and embrace change positively. Iâ€™m very glad to have received constructive feedback throughout the duration of my internship that gave rise to new learnings everyday. \nI would like to express my gratitude to my manager Viji Joseph and the entire team - Raghu, Shubham, Pratik, Unna, James for mentoring me on a daily basis and assisting me with project work. A special Thanks to my helpful colleagues, Jay, Shreyas and Akhil for healthy collaborations and extensive discussions to achieve our organizationâ€™s goals.\nI had an amazing time working at FHLB and Iâ€™m looking forward to exciting projects this spring. All this would not have been possible without constant guidance of our Program Director, Dr. Carolyn and Dr Liping Ma. \n#utdfinance ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'When I started up this semester at UTD, I recently accepted a position at Lument Capital. The role I ...', 'Internship Requirement Post:\n\nMy experience at MPact Initiatives has been eye-opening  ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7303,https://jsom.utdallas.edu/internship-stories/7303,"['Ailing Hua', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tZoetis\t\t\t', '\n\n\t\t\t\tThis Spring, I am fortunate enough to get my internship extended again at Zoetis, the largest global animal healthcare company.\nOne of my key achievements was improving the work efficiency by 25% through data cleaning and pipeline automation.\nTo achieve this, I first conducted a thorough analysis of the existing data cleaning and pipeline processes. I identified areas for improvement and worked closely with the team to implement changes that would streamline the process and improve efficiency.\nOne of the major changes I implemented was the automation of certain data cleaning and pipeline tasks using PySpark. This eliminated the need for manual intervention and reduced the risk of errors, resulting in a significant improvement in efficiency. In addition, I developed new procedures for data cleaning and pipeline tasks, which enabled the team to work more quickly and effectively.\nThe result of these changes was a 25% improvement in customer master data teamwork efficiency. The team was able to complete tasks more quickly and with greater accuracy, allowing them to focus on more strategic activities that added value to the business.\nIn addition to my work on improving customer master data teamwork efficiency, I also contributed to stakeholder satisfaction by delivering dynamic data visualization reports using Tableau.\nBy collaborating closely with stakeholders, I was able to identify their specific needs and design reports that presented complex data in a clear and easy-to-understand way. I used a variety of charts, graphs, and interactive dashboards to highlight important trends and insights, enabling stakeholders to make informed decisions based on the data.\nI learned that the use of dynamic data visualization reports had a significant impact on stakeholder satisfaction. By presenting information in an engaging and interactive way, stakeholders were more likely to engage with the data and gain a deeper understanding of its implications. This, in turn, led to better decision-making and improved outcomes for the business.\nOverall, I am proud of the work I accomplished during my internship, and I am grateful for the opportunity to have contributed to the success of the team at Zoetis #UTDMSBA ', '\n\t\t\tInternet (e.g. company website, job search engines)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7304,https://jsom.utdallas.edu/internship-stories/7304,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7305,https://jsom.utdallas.edu/internship-stories/7305,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7306,https://jsom.utdallas.edu/internship-stories/7306,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7307,https://jsom.utdallas.edu/internship-stories/7307,"['Naveen Siddarth Saravanan', '\n\t\t\t\tBusiness Analytics\t\t\t', '\n\t\t\t\tKaryo e-Systems Inc.\t\t\t', ""\n\n\t\t\t\tAs a graduate student with very minimal work experience, the transition from coursework to professional career can be very intimidating. However, my RPA Development internship with Karyo e-Systems has not only helped bridge that gap but has also been a critical stepping stone in my career path. Through my internship, I was able to gain valuable hands-on experience, expand my skill set, and develop my professional network.\nAs a RPA developer intern at Karyo e-Systems, I was responsible for learning about gathering, designing, developing, and implementing the company's new products utilizing Python programming language, SQL Server, Linux shell scripting, Apache Tomcat, WebLogic, Amazon Web Services, Jenkins, and UiPath. My job duties included coordinating with QA to gather test evidence, fixing existing system issues by introducing new code enhancements, creating an Excel sheet to monitor current issues to be addressed and update the status, working on the installation of services required by the application for setup, and writing documentation to support implementation of best practices.\nDuring my internship, I was able to work on various projects that helped me gain hands-on experience with RPA. One of the projects that I worked on was automating repetitive tasks. I identified tasks that were being performed manually and automated them using RPA tools. This project helped me understand the benefits of automation and how it can save time and reduce errors. Another project that I worked on was building bots for data entry and processing. This project helped me understand how RPA can be used to enter and process data from various sources, such as spreadsheets, databases, and websites.\nOne of the most important lessons that I learned during my internship was the importance of documentation. As a RPA developer, it is crucial to write documentation that supports the implementation of best practices and ensures that documentations are version controlled and up to date. This not only helps with knowledge transfer but also ensures that any changes made to the code are documented properly.\nThrough this internship, the confidence and value I gained for my career was immeasurable. I would like to offer my gratitudes for Gaurav Shekhar, Sridhar Radhakrishnan and JSOM for offering this wonderful opportunity.\n#UTDMSBA #RPA #UTDALLAS "", '\n\t\t\tPersonal connection (e.g. family, friend, colleague)\t\t\t', 'I have been interning with Crescent Bank since June 2022, and it has been a joyful, rich, and memora ...', 'My Graduate Internship at Tenaska Power Services was one of the most rewarding experiences I have ha ...', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
7308,https://jsom.utdallas.edu/internship-stories/7308,"['e e', '\n\t\t\t\te\t\t\t', '\n\t\t\t\te\t\t\t', '\n\n\t\t\t\te ', '\n\t\t\te, e\t\t\t', 'Copyright © 2023, All rights reserved.800 W Campbell Road,Richardson, TX 75080, USA · (972) 883-2705']"
